,Alex,Morgan,Taylor,Casey,Skylar,Morgan,Quinn,Sage,Avery,Blair,Harper,Dylan,Charlie,Jordan,Sam,Parker,Blake,Jordan,Emerson,Riley
545,,,,,,,,,,,8.0,,,,,,6.0,,,
546,,,,,,,,,,,,,,,,,,,1.0,
547,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,8.0,,,,,,,,
549,,,,,,,,,,,,7.0,8.0,,,,,,,
550,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,7.0
552,,,,,,,,4.0,,,,,,,,,5.0,,,
553,,,,,,,,,6.0,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,5.0,,,,
556,,,,,,,,,,,,,,,6.0,4.0,,,,
557,,,,,7.0,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,7.0,,,,,,,
559,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,8.0,,,,,,,,
561,,,,,,,7.0,,,,,,,,,,,,7.0,
562,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,,
564,,5.0,,,,5.0,,,,,,,,,,7.0,,,,
565,,,,,,,,,,,,5.0,,,,,,,,
566,,,,,5.0,,,,,,,,,,8.0,,7.0,,,
567,,,,,6.0,,,,,,,,,,,,,,,
568,,7.0,,,,7.0,,,,,,,,,,,,,,
569,,,,,,,,,,6.0,,,,,,,,,,
570,,,,,,,,,6.0,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,
573,,5.0,,,,5.0,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,
576,,6.0,,,,6.0,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,4.0,,,,4.0,4.0,
578,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,6.0,,,,8.0,,,,,,,
580,,7.0,,,,7.0,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,5.0,,,,5.0,6.0,
582,8.0,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,7.0,,,,,,,,,,
584,,,,,,,4.0,,,,,,,,,,,,6.0,
585,,5.0,,,,5.0,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,6.0,,,,
587,,,,,,,,,,,,8.0,,,,,,,,
588,,,,,,,,,,,,,,,,,,,3.0,
589,,,8.0,,,,,,,,,,,,,,,,,
590,,,,7.0,,,,5.0,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,6.0
592,,,,,,,,,,,,,,,,,,,,
593,,5.0,,,,5.0,,,,,,,,,,,,,,
594,,,,,,,,,,,,,8.0,,,,,,,
595,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,8.0,,,,,,,,,,,
597,,8.0,,,,8.0,,,,,,,,,,,,,,
598,,,,,,,,,4.0,,,,,,5.0,,,,,8.0
599,,,,,,,,,,,,7.0,,,,,,,,
600,7.0,6.0,,,,6.0,,,,,,,,5.0,,,,5.0,,
601,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,
603,,,8.0,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,
605,,,,,6.0,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,8.0,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,,,,8.0
610,,,,6.0,,,,,,,,,,,,,,,,
611,,,,,7.0,,,,,,,7.0,,,,,,,,
612,,,,,,,,,,,,,,5.0,,,,5.0,,
613,5.0,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,6.0,,,,,
616,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,,
620,,,,7.0,,,,,,,,,,,,5.0,,,,
621,,,,,,,,,,,,,,,,,,,,
622,,,,,,,6.0,,,,,,,,,,,,,
623,,,,,,,,6.0,8.0,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,8.0,,8.0,,,,8.0,,
627,,,,,,,,,,5.0,,,,4.0,,,,4.0,,
628,,,,,,,,,,,,,,,,7.0,,,,
629,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,,
631,,,,5.0,,,,,,,,,,,,,,,,
632,,8.0,5.0,,,8.0,,,,,,,,,,,,,,
633,,,,,,,,,,,,4.0,,6.0,,,8.0,6.0,,
634,,,,,,,,,,,,,,,5.0,,,,5.0,
635,,,,,,,,,,,,8.0,,,,,,,,
636,,,,,,,,,,,,,,,,,,,,
637,,6.0,,,,6.0,,,,,8.0,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,8.0
640,,,,,,,,,,,,,,7.0,,,,7.0,,
641,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,6.0,,,
643,,,,,,,,,,8.0,5.0,,,,,8.0,,,,
644,,,,,,,,7.0,,,,7.0,,7.0,,,,7.0,,
645,,,,,,,,,,,,,,,,,,,,
646,,,7.0,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,3.0,,,,
648,,7.0,,,,7.0,,,,,,,,,,,,,,
649,,,,,,,,,7.0,,,,,5.0,7.0,,6.0,5.0,,
650,5.0,,,,7.0,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,
657,,,,,7.0,,,,,,,,,7.0,,,,7.0,,
658,,,,,,,,,,,,,8.0,,,7.0,,,,
659,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,
662,,8.0,,,,8.0,,,,,8.0,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,5.0,,,8.0,,,,,,,,,
666,7.0,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,
668,,,,7.0,,,8.0,,,,,,,,,,7.0,,,
669,,,8.0,,,,,,,,,,,,,3.0,,,,
670,,,,,,,,,,,,5.0,5.0,,,,,,,
671,,,,,,,,,,,,,,,,,,,,
672,,,,7.0,,,,,8.0,,,,,,,,,,,
673,,,,,,,6.0,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,7.0,,,,
675,,7.0,,,,7.0,,,,,,,,,,,,,,
676,,,,,,,,4.0,,,,,,,,,,,,
677,,,,,,,,,,,,,,7.0,,8.0,,7.0,,
678,,,,,7.0,,,,,,,,,,,,,,,
679,,,,,,,,6.0,,,,,,,,,,,,
680,5.0,,,,,,,,,6.0,,,,,8.0,,,,,
681,,5.0,,,,5.0,,,,,,7.0,,,,7.0,,,,
682,,,,,,,,,,,,,,,8.0,8.0,,,,
683,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,8.0,,,,8.0,,
685,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,7.0,,,,,,1.0,
687,,,,,,,,6.0,,,,7.0,,,,,,,,
688,,,4.0,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,4.0
690,,,,,,,,,,,,7.0,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,5.0,,,,,,,,,
693,4.0,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,7.0
695,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,5.0,,5.0,,,,,,,7.0,,,
697,,,,,,,,,,,,,8.0,8.0,,,,8.0,,
698,,,,,,,,,,,,,,,7.0,,,,,7.0
699,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,4.0,,,,4.0,3.0,
701,,,,,,,7.0,,,,,,,,,,,,,
702,,,,,,,,,,,,,5.0,8.0,,,,8.0,,
703,,,,,,,,,,,,,,3.0,,,,3.0,,6.0
704,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,8.0,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,4.0,
710,,,,,,,,,,,6.0,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,6.0,,,
713,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,
718,,,,,,,6.0,,,,,,,,,,,,,
719,,,,,,,,,,,,8.0,,,,,,,,
720,,7.0,,,,7.0,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,
722,8.0,,,,,,,,5.0,,7.0,,,7.0,,,,7.0,,
723,,,,,,,,,,,,,,4.0,,,,4.0,,
724,,,,,,,,,,,,,,,,5.0,,,,
725,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,
727,,7.0,,,,7.0,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,5.0,
729,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,6.0,
731,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,
736,,,,,,,8.0,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,7.0,,,
738,,,,,,,,,7.0,,,,,,,,,,,
739,,,,,7.0,,,,8.0,,,,,6.0,,,,6.0,,7.0
740,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,6.0,,,,,,,,,,,,
743,,,,,,,,,,,,,,6.0,,,,6.0,,
744,,,,,,,,6.0,,,,,,,,,,,,
745,,,,,,,,,7.0,,,,5.0,,,,,,,
746,,,,,7.0,,,,,,,,,,,,,,,
747,,,7.0,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,
749,,5.0,,,,5.0,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,,,,,8.0,,,
753,,,,,,,,,,,,,7.0,,,7.0,,,,
754,,,,,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,,6.0,,,,6.0,,
756,,,,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,8.0,,,,,,,,,,,
760,,,,,,,,,,,,,,,,6.0,,,,
761,,,,,,,,,,,,,,6.0,,,,6.0,,
762,,7.0,,,,7.0,,,,,,,,7.0,7.0,,,7.0,,
763,,,,,,,,,,,,,,,,,5.0,,,
764,,5.0,,,,5.0,,,,,,,,,,,,,,6.0
765,,,,,,,,,,,,8.0,,,,,,,,
766,,7.0,,,,7.0,,,,,,,,,,,7.0,,,
767,,,,,,,,,,,,,,,,6.0,,,,
768,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,7.0,,,,,,,,
771,,,,,,,,,,,6.0,,,,,,8.0,,,
772,,,,,,,,8.0,,,,,,,,,,,,
773,,6.0,,,,6.0,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,
775,3.0,,,,,,,,8.0,,,,,7.0,,,,7.0,,8.0
776,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,
779,,,6.0,,,,,,,5.0,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,5.0,,,,,,,,
783,,,,,,,,,,,,,,,,8.0,7.0,,,
784,,,,,5.0,,,,7.0,,,,4.0,,,,,,,
785,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,4.0,,,,,
787,,6.0,,7.0,,6.0,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,,,
790,,,,,,,,,8.0,,,,,,,,,,,
791,,,,,,,,,,,,,,,,,,,,4.0
792,,,,,,,,,,,8.0,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,8.0,,,,8.0,,
795,,,,,,,,,5.0,,6.0,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,
797,,,,,6.0,,,,,,,,,,,,,,,
798,,,,,,,,,,,,7.0,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,
806,,7.0,,,,7.0,5.0,,,,,,,,,,,,,
807,,,,,,,,,,,,,8.0,,,,,,,
808,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,4.0,,,,
813,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,8.0,,6.0,,,,,,,,,,
815,,,,,,,,,,,,,7.0,,,,,,,
816,,,,,,,,,,,,,,,,,,,,
817,,,,8.0,4.0,,,,,,,,,,,,,,,
818,,7.0,,,,7.0,,,,,,5.0,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,
820,,,,5.0,,,,,,7.0,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,
822,,,,,,,,,,,,,,6.0,,,,6.0,,
823,,,,,,,7.0,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,,,,
825,,,,6.0,,,,,,,,,,8.0,,,,8.0,,
826,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,
828,,6.0,,,,6.0,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,
833,,,6.0,,,,,,,,,,,,,,6.0,,,
834,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,7.0,,,,,,,
837,,,5.0,,,,,,,,,,4.0,,,,,,,
838,,,7.0,,,,7.0,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,6.0,,6.0,,,,,,8.0,,,
841,,,,,,,,,,,,,7.0,,,,,,,
842,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,8.0,,,,,,,,,,5.0,
844,,,,7.0,,,,,,6.0,,,,,,,,,,
845,,,,,,,,,,,,,,,,8.0,,,,
846,,,,,,,,,,,8.0,,,,,,,,,
847,,,,,,,,,,,,9.0,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,7.0,,,,,
851,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,
853,,8.0,,,,8.0,,,,,,6.0,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,
855,,8.0,,,,8.0,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,
857,,,,,3.0,,,5.0,,,,,,,8.0,,,,,
858,,,,,,,7.0,,,,,,,,,,8.0,,,
859,,8.0,,5.0,,8.0,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,6.0,,,1.0,,,,1.0,,
862,,,,,,,,,8.0,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,7.0
869,,,,,,,,,,,,,8.0,6.0,,,,6.0,,
870,,,,,,,,,4.0,,,,,,,,,,,
871,,,,,,,,,,,,5.0,,,,,,,,
872,,,,,,,,,,,,,7.0,,,,,,,
873,,,,,4.0,,8.0,,,,,,,,,,,,,
874,,,,,,,,,,,,,,8.0,,,,8.0,,
875,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,7.0,,,,
877,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,
881,6.0,,8.0,,,,,6.0,,,,,,,,,,,,
882,,,,,,,,,,,,,,7.0,,,,7.0,,
883,,,,,,,,,,,,,,,,,,,,
884,,,,7.0,,,,,,,,,,,,,,,,
885,,7.0,,,,7.0,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,8.0,,,,,,,,,,,,
888,,,,,,,8.0,,,,,,,,,,7.0,,,7.0
889,,,,,,,,,,,,,,7.0,,,,7.0,,
890,,,7.0,,,,,,,,,,,,,,,,,
891,,,,,,,,5.0,,,,,,,,,,,,
892,,,,,,,,,,,,,,,7.0,,,,,
893,,7.0,7.0,,,7.0,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,,,,
895,,,,,,,,,,,,,,,,,,,,
896,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,5.0,
898,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,7.0,,,5.0,7.0,,
900,,,,,,,,,,,,,,,,,,,,
901,,,,,,,7.0,,,,,,,,,7.0,,,,
902,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,
904,,7.0,,,,7.0,,,,,,,,,,,,,,
905,,,,,,,,6.0,,,,,,,,,,,,
906,,,,,,,5.0,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,7.0,,,,,,,,
909,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,6.0,,,,
911,,,,,,,,,,,,7.0,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,
914,,,,,4.0,,5.0,,,,,,,,,,,,,
915,,,,,,,,,,6.0,,,,,,,,,,
916,,,,,,,,,,7.0,,,,,,,,,,
917,,,,,,,,,,,,,,,,,,,,
918,,6.0,,,,6.0,,,,,,,,,,,,,,
919,,,,,6.0,,,,,,,,,,,,,,,
920,,,,,,,,,,,,,,,,,,,,
921,,,,,,,,,,,,,,,,,,,,
922,,,,,,,,,,,,,,,,,,,,
923,,,,,,,8.0,,,,,,,,,,,,,8.0
924,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,7.0,,,,,,,,,,,1.0,
927,,,,,,,,,,,,,,,,,,,6.0,
928,,5.0,,,,5.0,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,,,,,
931,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,8.0,,,,6.0,,,,,,,
933,,,,,,,,,,,,,,,,,,,,
934,4.0,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,5.0,,,,,,,,,
936,,,,,,,,,,,,,,,,,,,,
937,,,,6.0,,,,,,,,,,,,,,,,
938,,,,7.0,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,
940,6.0,,,,,,,,,,,,,,,,8.0,,,
941,,,,,,,,,,8.0,,,,,,,5.0,,,
942,,,,,,,,,,,,,,,,7.0,,,,
943,,,,,8.0,,,,,,,,5.0,,,,,,,
944,,,,,,,,,,,,,,,,,,,,
945,,,,,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,8.0,
947,,,,,,,6.0,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,
949,,,,,,,,,,,,,,,,,,,,7.0
950,,8.0,,,,8.0,,,,,,,,,,,,,,
951,,,,,,,,,,,,7.0,,8.0,,,,8.0,,
952,,,,,,,8.0,,,,,,,,,,7.0,,,
953,,,,,,,,,,,,,,,,,,,,8.0
954,,,,,,,7.0,,,,,,,,,,,,,
955,,,,,,,,,,,,7.0,,,,,,,5.0,
956,,,,,,,,,,,,,,,7.0,,,,,
957,,6.0,,,,6.0,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,6.0,,,,,,,,,,
960,,,6.0,,,,4.0,,,,,,,,,,,,,
961,,,1.0,,6.0,,,,,,,,,,,,,,,
962,,,,,,,,,,,,7.0,,8.0,,,,8.0,4.0,
963,5.0,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,,,,,,,,,
965,,,,7.0,,,,,,,,,,,,,,,6.0,
966,,,,,,,,,,,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,
968,,,,,,,,,,,,,,,,,,,,
969,8.0,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,
971,,,6.0,,7.0,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,
973,,,,,,,,,,7.0,,,,,,,5.0,,,
974,,,,,,,,,,,,,,,,,,,,
975,,,,,7.0,,,,,,,,,,,,,,,
976,,,,,,,,,,,,,,,,,,,,
977,,,,,,,,,,,,,,7.0,,,,7.0,,
978,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,5.0,,,
982,,7.0,,,,7.0,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,
985,,,,,,,,,,,,,,,,,,,,
986,,,,,,,,,,,8.0,,,,,,,,,
987,,,,,,,,,,,,,,6.0,,,,6.0,,
988,,,,,,,,,,,8.0,,,,,,,,,
989,,,,,,,8.0,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,6.0
992,,,,,,,,,,,7.0,,,,,,6.0,,,
993,,,,,6.0,,,,,,,,7.0,,,,,,,
994,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,7.0,,,,7.0,,
997,,,,,,,,,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,
1000,,,,,,,,,,,,,,,,,,,,
1001,,,8.0,,,,,,,,,,,,,,,,,
1002,,,,,,,7.0,,,,,,,,,5.0,,,,
1003,,,,,,,8.0,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,
1006,,,,,,,,,,,,,,,,,,,,
1007,,,,8.0,,,,,,,,,,,,,,,,
1008,,,,,,,7.0,,,,,,7.0,,,,,,,
1009,,,7.0,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,5.0,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,,
1012,,,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,,
1014,,,7.0,,,,,,,,6.0,,,,,,,,,
1015,,,,,,,,,,,,,,,,,,,,
1016,,,,,,,,,5.0,,,,,,,,,,,
1017,,,,,,,,,,,,,,8.0,,,,8.0,,
1018,,,,,,,,,,,,,,,,,,,,
1019,,,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,7.0,,,
1021,,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,8.0,,,,7.0,,,,,
1024,,,,,,,,,6.0,,,,,,,,,,,
1025,,,,8.0,8.0,,,,,,,,,8.0,,,,8.0,,
1026,,,,,3.0,,,,,5.0,,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,
1028,,,,,,,,,,,,,,,,7.0,,,,
1029,,,6.0,,,,,,,,,,,,,,,,,
1030,,,,,,,,,,,,,,,,,,,,
1031,,,,,,,,,,,5.0,,,8.0,,6.0,,8.0,,
1032,,,,,,,,,,,,,,,,,,,,
1033,,,,,,,,,,,,,,8.0,,,,8.0,,
1034,,,,8.0,,,,,,,,,,,,,,,,
1035,,,,,,,,,,,7.0,5.0,,,,,,,,
1036,,,,,,,,,,,,,,,,,,,,
1037,,,,,,,,,,,,,,,,,,,,
1038,,7.0,,,,7.0,,,,,,,,,,,,,,
1039,,,,,,,,,,,,,,,,,,,,
1040,,,,,,,,,,,,,,,,3.0,,,,7.0
1041,,,,,,,,,,,,,,,,,,,,
1042,,,,,,,,,,,,,,,,,,,,
1043,,,,,,,,,,,,,,,,,,,,
1044,,,,,,,,,8.0,,,,,,,,,,,
1045,,7.0,,,,7.0,,,,,,,,,,,,,,
1046,,,,,,,7.0,,,,,,,,,7.0,,,,
1047,,,,,,,,,,,5.0,,,,,8.0,7.0,,,
1048,,,,6.0,,,,7.0,,,,,,,,,,,,
1049,6.0,,,,,,,,,8.0,,,,,,,,,,
1050,,7.0,6.0,,,7.0,,,,,,,,,,,,,,
1051,,,,,,,,,,,,,,,,,,,,
1052,,,,,,,,,,,,6.0,,5.0,,,,5.0,8.0,
1053,,,8.0,5.0,,,,,,7.0,,,,,,,,,,
1054,,,,,,,,,,,,,,,,,,,,
1055,,,,,,,,,,,4.0,7.0,,,8.0,,,,,
1056,,,,,,,,,,,,,,,,,,,,
1057,,,,,,,,,,,7.0,,,,,,,,,
1058,,,,,,,,,,,,,,,,,6.0,,,
1059,,5.0,,,,5.0,,,,,,,,,,,,,,
1060,,,,,,,,,,,,,,,6.0,,,,7.0,
1061,,,,,,,,,,,,,,,,,,,,
1062,,7.0,,,,7.0,,,,8.0,,,,,,,,,,5.0
1063,,,,,,,,,8.0,7.0,,7.0,,,,,,,,
1064,,,,,,,,,,,,,,,,,,,,
1065,,,,,,,,,7.0,,,,,,,,,,,
1066,,,,,6.0,,,,,,,,,,,7.0,,,,
1067,,,,,,,,,,,,,,,,,,,,
1068,,,,,,,,,,,,,,,,,,,,
1069,,,,,,,,,,,,,,,,,,,,
1070,,4.0,,,,4.0,,,,,,,,,,,,,,
1071,,8.0,,,,8.0,,,,,,,,,,,,,,
1072,,,7.0,,,,,,,,,,,,,,,,,
1073,,,7.0,,1.0,,,,,,,,,,,,,,,
1074,6.0,,,,6.0,,,,,,,,,,,,,,,
1075,,,6.0,,,,,,,,,,,,,,,,,
1076,,7.0,,,,7.0,,,,,8.0,,8.0,,,,,,,
1077,3.0,,,,,,,,,,,,,,,,,,,
1078,,,,,,,,6.0,,,,,6.0,,,,,,5.0,
1079,,,,,,,,,,3.0,5.0,,,6.0,,,,6.0,,
1080,,7.0,,,,7.0,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,,,,,,7.0,7.0
1082,,,,8.0,6.0,,,,,,,,,,,,,,,
1083,,,,,,,,,,,,,,,,,,,7.0,
1084,,,,,,,,7.0,,6.0,,,,,,,,,,
1085,,,,,,,,,,,,,,,,,,,,
1086,,,,,7.0,,,,,7.0,,5.0,,,,,,,,
1087,,,,,,,,,,,,,,,,,,,5.0,
1088,,,,,,,,,,,,,,,,,,,,
1089,,,,,,,,,,,,,,,,,,,,
1090,,5.0,,,,5.0,,,,,,,,,,,,,7.0,
